class,ANN_AAC,RF_AAC,KNN_AAC,ERT_AAC,XGB_AAC,ANN_DPC,RF_DPC,KNN_DPC,ERT_DPC,XGB_DPC,ANN_CKSAAGP,RF_CKSAAGP,KNN_CKSAAGP,ERT_CKSAAGP,XGB_CKSAAGP,ANN_PAAC,RF_PAAC,KNN_PAAC,ERT_PAAC,XGB_PAAC,ANN_PHYC,RF_PHYC,KNN_PHYC,ERT_PHYC,XGB_PHYC
0,0.2984930000177842,0.34,0.2,0.29,0.1277211308479309,0.00023060477565019582,0.32,0.0,0.15,0.05149973928928375,0.24610940458803499,0.14,0.0,0.16,0.008240769617259502,0.11238875861316337,0.29,0.2,0.18,0.06612031906843185,0.4870130866620947,0.42,0.4,0.38,0.03668547049164772
0,0.7931268880926703,0.52,0.8,0.38,0.9060052037239075,0.05245298281993108,0.38,0.4,0.28,0.6846027970314026,0.23832389193307082,0.5,0.0,0.32,0.3661758303642273,0.42600884299379793,0.74,0.4,0.54,0.806975245475769,0.5711379860650114,0.4,0.4,0.4,0.04117589816451073
0,0.8828605101209573,0.4,0.4,0.52,0.7866349816322327,0.11917109749474582,0.57,0.0,0.38,0.9753832221031189,0.4196419329792731,0.57,0.0,0.54,0.3032021224498749,0.24321692616348034,0.65,0.4,0.56,0.991675078868866,0.330317357575904,0.58,0.4,0.75,0.21954113245010376
0,0.045699067723621575,0.37,0.2,0.41,0.0318562388420105,0.046498518524204106,0.49,0.2,0.61,0.43480122089385986,0.4174862517334453,0.484,0.4,0.415,0.23169218003749847,0.49448686404250336,0.59,0.6,0.59,0.192234069108963,0.14993594612442948,0.1,0.4,0.16,0.004351355135440826
0,0.0009125595135267387,0.45,0.0,0.42,0.6396645307540894,0.17657329216844858,0.37,0.6,0.34,0.671797513961792,0.06824860081863356,0.305,0.2,0.175,0.0010103427339345217,0.34517989915981867,0.55,0.6,0.48,0.38990020751953125,0.2720004944104163,0.2,0.4,0.21,0.08485863357782364
0,0.9952249227128384,0.68,0.6,0.74,0.965179979801178,0.8517080614144565,0.53,0.0,0.65,0.9510473012924194,0.7450401695718439,0.63,0.2,0.63,0.33214977383613586,0.7418685353825625,0.56,0.6,0.51,0.9538336992263794,0.6483215483573549,0.7,0.8,0.43,0.9762929677963257
0,0.018519465306517477,0.27,0.4,0.35,0.12669432163238525,0.24641480207200678,0.42,0.0,0.33,0.2607375681400299,0.16071246404719575,0.13,0.4,0.07,0.009519248269498348,0.15456634242731387,0.37,0.4,0.33,0.040265075862407684,0.08708827362113047,0.35,0.2,0.28,0.030396459624171257
0,0.18305975019148008,0.36,0.2,0.45,0.8874412775039673,0.006263110007711966,0.4,0.0,0.48,0.9218738079071045,0.38218337856885753,0.42,0.0,0.38,0.47681140899658203,0.3611665974183731,0.74,0.6,0.69,0.17356421053409576,0.09778592581921335,0.2,0.6,0.37,0.5542587637901306
0,0.9997061579224915,0.87,1.0,0.86,0.9971178770065308,0.017233889888933037,0.62,0.0,0.65,0.9597902297973633,0.6948600017866909,0.76,0.2,0.67,0.9745375514030457,0.9727073948660234,0.85,1.0,0.78,0.998304009437561,0.3927805734100544,0.58,0.2,0.54,0.2830546498298645
0,0.01558961524437931,0.4,0.0,0.23,0.008633608929812908,0.010740695094911537,0.19,0.0,0.08,0.009922523982822895,0.08481595883775522,0.26,0.2,0.25,0.045822128653526306,0.08737362067183468,0.29,0.0,0.22,0.13128729164600372,0.40143734831148903,0.05,0.4,0.07,0.004143444821238518
0,0.0070801335031544415,0.5,0.2,0.45,0.6098572015762329,0.045760906206591664,0.6,0.0,0.61,0.9811695218086243,0.0660940625036921,0.46,0.2,0.54,0.0955289676785469,0.6944842361070123,0.53,0.6,0.56,0.8201419711112976,0.15267069585041948,0.56,0.2,0.51,0.8744454979896545
0,0.08390687979651916,0.4,0.0,0.38,0.8089442849159241,0.7670560153912022,0.38,0.0,0.46,0.5739661455154419,0.22558338211893816,0.43,0.0,0.34,0.03741733357310295,0.6196614315770608,0.49,0.4,0.41,0.3571188449859619,0.2495698102671056,0.33,0.2,0.29,0.5366381406784058
0,0.764334827198168,0.51,0.4,0.51,0.26741793751716614,0.029092251341262157,0.56,0.0,0.44,0.5515857934951782,0.8900936636634204,0.57,0.4,0.58,0.8669723868370056,0.9130465137773397,0.7,0.8,0.68,0.7386956214904785,0.4013114082669823,0.56,0.8,0.52,0.914944589138031
0,0.6788650075194731,0.27,0.2,0.33,0.1103406473994255,0.00014002178600825321,0.36,0.0,0.29,0.08762302249670029,0.1388955860564153,0.42,0.0,0.38,0.17587848007678986,0.6363562050881418,0.57,0.6,0.61,0.9285010695457458,0.017362366520080667,0.28,0.2,0.17,0.009127884171903133
0,0.02801479269210853,0.16,0.0,0.18,0.013978498056530952,0.020789592636472395,0.33,0.2,0.22,0.08604889363050461,0.08355662031606599,0.04,0.0,0.085,0.002391963033005595,0.037157223709625334,0.08,0.0,0.1,0.0023488744627684355,0.3446259530392718,0.07,0.2,0.02,0.010314918123185635
0,0.46129077093593396,0.46,0.2,0.46,0.2973442077636719,0.9730718991223677,0.71,0.0,0.62,0.7032696008682251,0.5670424701993465,0.57,0.4,0.68,0.721971869468689,0.5534839086291792,0.6,0.4,0.53,0.9785099029541016,0.06954150832886531,0.57,0.4,0.43,0.5592743158340454
0,0.06514328584791577,0.4,0.2,0.36,0.20934782922267914,0.012974621805230409,0.32,0.0,0.24,0.08667288720607758,0.34540093992933235,0.33899999999999997,0.6,0.33,0.114533431828022,0.14949418391268565,0.6,0.4,0.58,0.5156022310256958,0.14384809236149088,0.48,0.4,0.52,0.4100283682346344
0,0.0007812965750705992,0.21,0.0,0.17,0.01299960445612669,0.0018436401675518408,0.32,0.4,0.31,0.08951501548290253,0.10092703851909561,0.18,0.0,0.12,0.0023746825754642487,0.08292899872563375,0.49,0.2,0.31,0.22319556772708893,0.586684960236136,0.64,0.2,0.48,0.7426503300666809
0,0.6563108351163032,0.38,0.4,0.34,0.2080923318862915,0.004180813362911166,0.32,0.0,0.17,0.2770499587059021,0.1582821407765742,0.25,0.4,0.115,0.009891028515994549,0.9389884456173692,0.46,0.6,0.29,0.1592308133840561,0.4680269036329952,0.43,0.4,0.44,0.16104969382286072
0,0.7332322619848988,0.47,0.8,0.53,0.842147946357727,0.8394402694105327,0.53,0.4,0.44,0.048272207379341125,0.5339379646182552,0.34,0.0,0.385,0.08995147049427032,0.13979456331228168,0.56,0.2,0.56,0.877169132232666,0.2929979944605164,0.16,0.2,0.2,0.011220189742743969
0,0.30980004324680394,0.37,0.0,0.31,0.2925589084625244,0.48086097231281777,0.36,0.2,0.39,0.13187216222286224,0.3383434985392366,0.27,0.0,0.19,0.005589399952441454,0.07073508157255001,0.26,0.0,0.19,0.016121121123433113,0.565807568657868,0.3,0.4,0.44,0.05418531596660614
0,0.03435441353663708,0.29,0.0,0.25,0.04428022354841232,0.00288108504722762,0.18,0.0,0.18,0.008385091088712215,0.16112245727735666,0.24,0.0,0.16,0.059327591210603714,0.0005064078733317311,0.36,0.0,0.29,0.08023320138454437,0.035718838353719376,0.04,0.4,0.09,0.00030014297226443887
0,0.00515792319147462,0.28,0.2,0.28,0.5038390159606934,0.005824411618463975,0.34,0.2,0.35,0.14286744594573975,0.27416567408743797,0.355,0.2,0.35,0.05315559729933739,0.1040324620340878,0.27,0.4,0.39,0.1388937383890152,0.38893205862899666,0.13,0.4,0.21,0.010095903649926186
0,0.009551247170732025,0.2,0.0,0.1,0.025490839034318924,0.0031013789923196792,0.13,0.2,0.06,0.05102343484759331,0.0757654372146715,0.175,0.0,0.085,0.012037459760904312,0.03440133400746195,0.23,0.2,0.14,0.030688954517245293,0.05988101606993996,0.22,0.2,0.12,0.0024550461675971746
0,0.04529206260058101,0.14,0.0,0.22,0.002762946067377925,0.011579178998644612,0.16,0.0,0.17,0.032429538667201996,0.11377050863625392,0.11,0.2,0.13,0.022585304453969002,0.07333151816741222,0.2,0.0,0.15,0.0029990316834300756,0.3362235205027639,0.1,0.4,0.07,0.03447398543357849
0,0.03232677621969407,0.61,0.0,0.61,0.7613839507102966,0.04801218081200032,0.65,0.2,0.45,0.9465191960334778,0.6302634228258754,0.58,0.4,0.61,0.3300810158252716,0.7478467392420902,0.7,1.0,0.71,0.9935731291770935,0.5336753639731159,0.45,0.4,0.31,0.07288709282875061
0,0.9943699743025164,0.51,0.2,0.57,0.9924240112304688,0.06870080957118511,0.42,0.0,0.45,0.48275312781333923,0.42119953519947834,0.489,0.4,0.465,0.7059907913208008,0.8641365751572073,0.76,1.0,0.78,0.9922550916671753,0.4591475440622075,0.43,0.2,0.49,0.45240092277526855
0,0.15002256326199548,0.23,0.0,0.23,0.005611912347376347,0.0397582110436212,0.19,0.0,0.28,0.01605476811528206,0.20999635592702698,0.17,0.2,0.25,0.0014107447350397706,0.277088884859052,0.33,0.4,0.35,0.03351026028394699,0.2420906362056722,0.22,0.4,0.24,0.14754247665405273
0,0.10796630228954007,0.33,0.0,0.38,0.04508107155561447,0.0003269798610990954,0.37,0.0,0.28,0.39465707540512085,0.4062483383685857,0.38,0.0,0.3,0.011004501022398472,0.41498363245766184,0.49,0.4,0.37,0.10834503918886185,0.01882631142992436,0.15,0.4,0.07,0.0117399413138628
0,0.07404096818000758,0.63,0.2,0.43,0.8089203834533691,0.042315424761170464,0.43,0.2,0.4,0.5942175984382629,0.5961249694339749,0.5816666666666667,0.2,0.55,0.6903893947601318,0.6532328290957349,0.64,0.8,0.54,0.9279524087905884,0.3526200560030276,0.38,0.0,0.15,0.022259332239627838
0,0.06716965812796,0.27,0.4,0.17,0.06751225143671036,0.01009072487525571,0.36,0.2,0.29,0.11606520414352417,0.10603595709698099,0.22083333333333333,0.4,0.235,0.02509697526693344,0.0797639090841154,0.26,0.4,0.22,0.04686211049556732,0.29487369069796854,0.3,0.2,0.29,0.04646153748035431
0,0.01541900080320282,0.33,0.2,0.36,0.07464643567800522,0.0034459133209003324,0.17,0.2,0.22,0.0023068662267178297,0.11665760504488633,0.15,0.6,0.12,0.04650752618908882,0.08538218102152968,0.31,0.4,0.31,0.015358786098659039,0.0995796740656925,0.09,0.0,0.12,0.00634324224665761
0,0.044757991421936975,0.48,0.4,0.51,0.2947986125946045,0.0003201951887769864,0.29,0.4,0.22,0.9753040671348572,0.20158379733492326,0.57,0.0,0.29,0.8206650018692017,0.41177296442101924,0.5,0.8,0.4,0.05752095952630043,0.3888365481726089,0.53,0.2,0.33,0.6697112917900085
0,0.9818433152648732,0.57,0.2,0.61,0.8997014760971069,0.7703253876247921,0.4,0.6,0.6,0.9444962739944458,0.2941922884577946,0.52,0.4,0.53,0.7325313687324524,0.7545481301557001,0.58,0.8,0.6,0.6273601055145264,0.723979911456332,0.71,0.8,0.66,0.9662497043609619
0,0.9497560561555782,0.61,0.4,0.46,0.9604393839836121,0.007946894305947621,0.37,0.2,0.39,0.4237772524356842,0.27732322976999063,0.44333333333333336,0.0,0.4,0.3646831512451172,0.7514102789577438,0.62,0.8,0.61,0.7630030512809753,0.4731954489155307,0.47,0.4,0.59,0.40898868441581726
0,0.7990068074677494,0.56,0.4,0.52,0.8982580900192261,0.06490597719243663,0.38,0.2,0.43,0.6593151688575745,0.2563976889658237,0.53,0.4,0.525,0.2673048973083496,0.501535265346139,0.28,0.4,0.4,0.16240546107292175,0.5443075481494669,0.14,0.4,0.28,0.018928593024611473
0,0.01559691917258436,0.14,0.0,0.18,0.0025477088056504726,0.00863006983305177,0.1,0.0,0.11,0.02265455201268196,0.13942158491398066,0.08,0.0,0.16,0.0018114798003807664,0.017753304525029743,0.12,0.0,0.14,0.009162697941064835,0.038660390083861705,0.13,0.0,0.11,0.01022358238697052
0,0.16463843014530508,0.31,0.0,0.47,0.012582851573824883,0.009776475933748079,0.4,0.0,0.33,0.18572482466697693,0.31307487390198413,0.24,0.0,0.24,0.022605087608098984,0.025394329018592513,0.42,0.2,0.4,0.6165251731872559,0.5015549756013356,0.24,0.6,0.31,0.052797671407461166
0,0.09387944454379074,0.58,0.2,0.44,0.8114873170852661,0.03864863827789557,0.43,0.0,0.19,0.540810227394104,0.18483764527531965,0.44,0.0,0.4,0.020762572064995766,0.49137926479588123,0.54,0.4,0.48,0.7870025038719177,0.1600619772822773,0.63,0.4,0.54,0.01859787479043007
0,0.2929414097805463,0.45,0.2,0.43,0.6102422475814819,0.03220509968785097,0.24,0.0,0.36,0.15975834429264069,0.18899246608126344,0.28,0.2,0.175,0.009154316037893295,0.24440493685477285,0.32,0.0,0.28,0.10308483988046646,0.4100073782050331,0.09,0.2,0.02,0.00129292334895581
0,0.510436869721097,0.26,0.4,0.13,0.04069019854068756,0.11848987281669204,0.31,0.0,0.17,0.3481326103210449,0.10725415865886309,0.13,0.2,0.02,0.024846691638231277,0.7908901355107715,0.47,0.4,0.32,0.45098868012428284,0.4007730481052395,0.45,0.2,0.34,0.8765998482704163
0,0.2037355992659122,0.3,0.0,0.29,0.005545331630855799,0.00029201782118489005,0.24,0.0,0.29,0.013868212699890137,0.3711467148419726,0.39,0.2,0.41,0.5777304768562317,0.20203465146348676,0.39,0.2,0.38,0.04920525476336479,0.2595248217521502,0.25,0.4,0.36,0.003183404915034771
0,0.5921829384625032,0.55,0.4,0.69,0.3371686041355133,0.46906100822689495,0.38,0.2,0.43,0.033297184854745865,0.15372903083806613,0.3266666666666667,0.4,0.32,0.12377026677131653,0.17505306843459825,0.5,0.4,0.53,0.16081282496452332,0.3134252749190646,0.42,0.0,0.43,0.7393550276756287
0,0.00709467975628508,0.17,0.2,0.14,0.013841597363352776,0.0016297121323302587,0.13,0.2,0.08,0.002704756101593375,0.05615909062949832,0.15,0.0,0.1,0.024658098816871643,0.0033368940518850414,0.31,0.4,0.13,0.026740344241261482,0.005939929687468119,0.25,0.4,0.03,0.02426881343126297
0,0.9312337936741866,0.61,0.6,0.47,0.8507504463195801,0.033462041058469214,0.31,0.2,0.23,0.11142376065254211,0.4505669037631575,0.51,0.2,0.57,0.39545994997024536,0.6835089132212455,0.62,0.6,0.65,0.6685886979103088,0.4571586913536756,0.56,0.4,0.54,0.8656672239303589
0,0.01580763283892437,0.17,0.0,0.22,0.004400919191539288,0.0349767701592527,0.2,0.0,0.25,0.02628522738814354,0.14680938830632484,0.13,0.0,0.32,0.09793642163276672,0.0006522264208418584,0.2,0.0,0.11,0.005197899881750345,0.015037337101261747,0.12,0.4,0.06,0.012112030759453773
0,0.15007173482307434,0.26,0.2,0.37,0.059290811419487,0.01234585433138385,0.27,0.2,0.26,0.04716360196471214,0.2557007121982695,0.17,0.0,0.23,0.016561197116971016,0.3986254458133417,0.31,0.4,0.34,0.25920769572257996,0.4279559778727652,0.21,0.4,0.4,0.028331410139799118
0,0.03865888437570314,0.17,0.2,0.07,0.0034075898583978415,0.002989686024389583,0.06,0.0,0.02,0.004273011814802885,0.531181521680655,0.15,0.2,0.0,0.010266847908496857,0.011953349604557099,0.15,0.0,0.13,0.014292874373495579,0.5134337261445767,0.21,0.6,0.14,0.053338732570409775
0,0.24597231177344403,0.23,0.4,0.06,0.005160888656973839,0.01766011715642633,0.22,0.0,0.02,0.023744570091366768,0.4977092362742401,0.13,0.2,0.0,0.007556093391031027,0.052089902708557664,0.16,0.2,0.11,0.0166914165019989,0.5104420483178571,0.48,0.8,0.22,0.088162861764431
0,0.11702231654256277,0.27,0.2,0.29,0.03215118497610092,0.052984578017234975,0.41,0.0,0.39,0.08835097402334213,0.2033953768827265,0.23,0.2,0.22,0.0013550951844081283,0.06037792903064892,0.25,0.2,0.26,0.08028510212898254,0.08359771560079624,0.39,0.4,0.39,0.4403608441352844
0,0.9757984948599026,0.64,0.0,0.6,0.9890168905258179,0.8401232032688991,0.45,0.0,0.41,0.7321364283561707,0.42898804693216863,0.54,0.0,0.46,0.46078047156333923,0.7726804639295698,0.43,0.0,0.42,0.4738991856575012,0.6625429256283365,0.49,0.8,0.3,0.26039767265319824
0,0.0038008511932646947,0.0,0.0,0.0,0.0006895691622048616,0.0009049298136560394,0.02,0.0,0.0,0.021074499934911728,0.10166880879060579,0.03,0.0,0.0,0.0012173320865258574,0.03890755368596876,0.01,0.2,0.0,0.0017768651014193892,0.07492896777575227,0.0,0.2,0.0,0.0016245207516476512
0,0.01657349633986931,0.0,0.2,0.0,0.0010411934927105904,0.009818125990622087,0.06,0.0,0.05,0.05789598822593689,0.1482963789106243,0.04,0.0,0.0,0.0012064672773703933,0.07546783327825876,0.03,0.2,0.01,0.014860101975500584,0.12768450555251462,0.02,0.2,0.0,0.005787109490483999
0,0.9861780957127166,0.62,0.4,0.49,0.9624416828155518,0.3371383226617717,0.48,0.2,0.55,0.8860761523246765,0.24422777841635165,0.44,0.2,0.35,0.008863200433552265,0.8162738080904168,0.69,1.0,0.71,0.8415252566337585,0.7639259856792682,0.5,0.6,0.55,0.8472080826759338
0,0.07253625099261878,0.21,0.4,0.15,0.026637066155672073,0.014452160595812636,0.21,0.4,0.08,0.08459459990262985,0.27782411498213827,0.26,0.0,0.17,0.009842390194535255,0.28880013016667067,0.21,0.2,0.26,0.07143931835889816,0.3776701138128194,0.16,0.4,0.31,0.14383569359779358
0,0.8316573290351627,0.75,0.6,0.71,0.9888839721679688,0.16284048901690445,0.42,0.0,0.45,0.5574962496757507,0.8437263229132675,0.69,0.6,0.72,0.8424249887466431,0.7568271071576751,0.48,0.8,0.52,0.8191492557525635,0.552609567324419,0.75,0.6,0.81,0.5153251886367798
0,0.0037051787702619635,0.0,0.0,0.0,0.001378105254843831,0.00033654577196968614,0.06,0.0,0.01,0.009370778687298298,0.08357492642736926,0.02,0.0,0.0,0.004872980061918497,0.05868535039019389,0.04,0.0,0.0,0.003022148972377181,0.06441891769792313,0.0,0.0,0.0,0.002682262100279331
0,0.010722748007809955,0.0,0.0,0.0,0.0005379825597628951,0.0009080190435942158,0.08,0.0,0.0,0.006882741115987301,0.1626794954495454,0.05,0.0,0.0,0.003592788241803646,0.06579926511156199,0.04,0.2,0.0,0.005022462457418442,0.11820862518645432,0.04,0.2,0.0,0.002410954562947154
0,0.8701670259590756,0.52,0.6,0.47,0.570456326007843,0.9769665172725741,0.5,0.0,0.42,0.8487055897712708,0.7319054567502846,0.41,0.4,0.49,0.7160513997077942,0.5851868201844463,0.37,0.6,0.31,0.2967514395713806,0.41128317827087035,0.57,0.6,0.58,0.5444650053977966
0,0.2754613618346095,0.33,0.6,0.14,0.10596291720867157,0.9754301730206548,0.41,0.6,0.48,0.3005844056606293,0.8246016523940126,0.58,0.2,0.63,0.9614514112472534,0.437514721925203,0.31,0.4,0.35,0.2790481448173523,0.43484105941557055,0.47,0.4,0.54,0.5998570919036865
0,0.09970140782937353,0.4,0.0,0.21,0.054834023118019104,0.3386502848915738,0.42,0.2,0.32,0.2496906816959381,0.5054542893073155,0.45,0.2,0.45,0.3813275396823883,0.18790873398967223,0.43,0.0,0.3,0.12282530963420868,0.6820476967401914,0.67,0.4,0.59,0.7588175535202026
0,0.006131396842665122,0.17,0.0,0.15,0.03268943727016449,0.0004059191889769398,0.18,0.0,0.24,0.002498944755643606,0.2541308167829522,0.35,0.2,0.32,0.017418712377548218,0.10188515708619318,0.22,0.0,0.3,0.006670141592621803,0.16660063597114053,0.1,0.4,0.17,0.01759893074631691
0,0.2832541962116183,0.19,0.0,0.28,0.029547888785600662,0.016559881290251485,0.28,0.0,0.25,0.02478528767824173,0.3124952669771775,0.19,0.2,0.2,0.0605304092168808,0.007785885724316783,0.18,0.2,0.23,0.0014552478678524494,0.2262836630804327,0.14,0.2,0.23,0.0010457076132297516
0,0.00017845976151573348,0.04,0.0,0.07,0.0003756453515961766,0.0016725305315483307,0.23,0.0,0.13,0.027955681085586548,0.06922501063783547,0.13,0.0,0.185,0.006285034120082855,0.001726746095457189,0.11,0.0,0.09,0.0009552603005431592,0.10675756370003207,0.07,0.0,0.09,0.0021085005719214678
0,0.06042151092174117,0.22,0.0,0.21,0.1538500338792801,0.003479759815175703,0.21,0.2,0.12,0.08134469389915466,0.168517297766427,0.3,0.0,0.27,0.02319069765508175,0.2672435326609758,0.28,0.0,0.27,0.13652512431144714,0.7680697778417119,0.68,0.4,0.68,0.8662524223327637
0,0.771888819112386,0.69,0.8,0.61,0.9181535243988037,0.7731061312026213,0.45,0.0,0.43,0.2839127480983734,0.12755663237727272,0.26,0.2,0.29,0.03931494057178497,0.7984974691913584,0.64,1.0,0.61,0.8649510741233826,0.48326596456809406,0.35,0.4,0.51,0.048159826546907425
0,0.3007490891393425,0.55,0.4,0.35,0.3378932476043701,0.0027111535708073202,0.28,0.4,0.2,0.009402630850672722,0.23775770402379998,0.2623809523809524,0.0,0.36,0.06052859127521515,0.43943729699794837,0.35,0.4,0.35,0.3193571865558624,0.48279895088485547,0.51,0.2,0.54,0.33816415071487427
0,0.1850042243442146,0.31,0.0,0.36,0.05228590965270996,0.1021362931053917,0.45,0.0,0.37,0.7202593088150024,0.526999648439499,0.49,0.0,0.41,0.23437407612800598,0.5819788169707932,0.31,0.6,0.29,0.12312497198581696,0.36948504610306304,0.46,0.6,0.46,0.23729728162288666
0,0.21160575891664468,0.35,0.0,0.39,0.4749509394168854,0.07708663815703488,0.35,0.0,0.4,0.03466556966304779,0.17929505067725204,0.29,0.2,0.31,0.03145602345466614,0.1968402869191,0.39,0.4,0.34,0.25636380910873413,0.2609783852245196,0.45,0.6,0.32,0.6026215553283691
0,0.04272394998687567,0.15,0.0,0.18,0.006408282555639744,0.005116435639466056,0.22,0.0,0.14,0.11183150112628937,0.26028896035342525,0.25,0.0,0.12,0.0279576126486063,0.16978950611370405,0.2,0.4,0.39,0.3808704912662506,0.3984369090933422,0.32,0.4,0.27,0.044097453355789185
0,0.14034753373465483,0.36,0.2,0.5,0.18799807131290436,0.01815416695666904,0.43,0.2,0.38,0.5285362005233765,0.10708202157825511,0.27,0.2,0.29,0.0204885546118021,0.1815151905648609,0.42,0.2,0.51,0.13952839374542236,0.14878314140906548,0.34,0.4,0.36,0.08640497177839279
0,0.23763555325319782,0.2,0.0,0.09,0.013513745740056038,0.0010243499111024829,0.21,0.0,0.11,0.016270246356725693,0.6527317829205647,0.16,0.6,0.0,0.033253416419029236,0.040033094724686684,0.13,0.2,0.07,0.0018169544637203217,0.482986331710754,0.24,0.4,0.09,0.006344760302454233
0,0.020580115049061286,0.18,0.2,0.12,0.016118459403514862,0.00037775501824982035,0.09,0.0,0.01,0.03492094203829765,0.08149122544431965,0.1,0.0,0.06,0.005462198052555323,0.03851075571226967,0.11,0.2,0.1,0.005215662997215986,0.1636718726907424,0.05,0.2,0.09,0.011948729865252972
0,0.053650645180774885,0.19,0.2,0.07,0.01787799410521984,0.003981950664835589,0.11,0.2,0.01,0.04221304878592491,0.15790680616767405,0.27,0.2,0.28,0.12148825079202652,0.03132776443041403,0.09,0.2,0.09,0.01685810647904873,0.2027552749501038,0.18,0.0,0.07,0.024099646136164665
0,0.08546957176010578,0.25,0.0,0.05,0.03891247510910034,0.0002933337242822115,0.05,0.0,0.04,0.00558860506862402,0.7526931887653142,0.15,0.6,0.0,0.025133587419986725,0.14786085680927946,0.16,0.2,0.07,0.09172086417675018,0.4622180448051554,0.31,0.8,0.43,0.047323502600193024
0,0.19296884653545537,0.23,0.2,0.07,0.0393153615295887,0.0009424651014781624,0.09,0.2,0.01,0.010162978433072567,0.42575248731860477,0.21733333333333335,0.4,0.05,0.1422690600156784,0.16856309483064857,0.28,0.6,0.09,0.060302045196294785,0.11854094251987643,0.18,0.0,0.06,0.043508678674697876
